id,tweet,actual,predicted,time_sec,correct
3451,"Expert in outbreak medicine and SAGE adviser Prof Calum Semple says it's a ""very positive move"" for the government to adopt the 'stay at home if you can' message and adds the Eat Out to Help Out scheme was ""bordering on experimental"". #KayBurley https://t.co/I0Ya5YFTvZ https://t.co/qLxMjLNYks",True,False,0.36310577392578125,False
5041,PPE shortages are so dire that nursing homes are turning to Etsy. https://t.co/wZpJFGKKl9,True,False,0.3622782230377197,False
2463,At least 1 out of every 10 persons over 50 years old who had #COVID19 died from it in Nigeria. Please #TakeResponsibility today to protect yourself your loved ones and the elderly around you and in our society. COVID 19 is real. https://t.co/p8DYOsxyvl,True,True,0.12024474143981934,True
1188,"Prescription issued by Dr Raj Kamal Agarwal (Sir Ganga Ram hospital) for general public in case of any emergency, kindly save this prescription for any kind of emergency.",False,True,0.12234878540039062,False
5036,Anubis logo on COVID testing center,False,False,0.36533331871032715,True
1071,States reported ~43k new cases today a near record. These numbers are a result of increased testing capturing the rapid spread of the virus across a large swath of the country. https://t.co/HeMIiYVMOq,True,True,0.11958193778991699,True
1445,Update from the @minhealthnz There are 2 new cases of COVID-19 to report in NZ both involve people who have recently returned from overseas and were in managed isolation facilities. There continue to be no cases in the community.,True,True,0.11915421485900879,True
6183,#CoronaVirusUpdates: 📍Total #COVID19 Cases in India (as on September 11 2020) ▶️77.65% Cured/Discharged/Migrated (3542663) ▶️20.68% Active cases (943480) ▶️1.67% Deaths (76271) Total COVID-19 confirmed cases = Cured/Discharged/Migrated+Active cases+Deaths https://t.co/MTuKpu4q1D,True,True,0.12081646919250488,True
723,RT @drharshvardhan: #CoronaVirusUpdates 👉 The total Recoveries have demonstrated a steep exponential rise 👉 India has reported the highe…,True,True,0.12054896354675293,True
6410,"@RickLeventhal @RepAndyBiggsAZ If covid is so deadly I'm wondering how I did die yet. I work in critical care, we used to intubate patients in surgical masks only, did many aerosolized procedures. I'm perfectly fine not even a runny nose.",False,False,0.35295987129211426,True
2442,One woman experienced mild symptoms the other was symptom-free. Both presented for testing at a Wellington community assessment centre (CBAC) as part of their agreed self-isolation plan.,True,True,0.11782431602478027,True
2043,Acute Gouty Arthritis During Favipiravir Treatment for Coronavirus Disease 2019. https://t.co/oYXeWUg09C https://t.co/f5jgKqTgyv,False,False,0.35459113121032715,True
1665,#IndiaFightsCorona: There is an exponential increase in the daily #COVID19 testing in the country. Over 11.7 lakh (1172179) tests were done in the last 24 hours: Secretary @MoHFW_INDIA #StaySafe #IndiaWillWin @ICMRDELHI https://t.co/Ogu1w7st5k,True,False,0.35764241218566895,False
3110,#CoronaVirusUpdates #IndiaFightsCorona India records highest ever single day #COVID19 recoveries of 51706 taking total recoveries to 1282215. A 63.8% increase is observed in recovered cases in the last 14 days. https://t.co/rqHJu0Iw6a https://t.co/lsdD0q9fzS,True,True,0.11986660957336426,True
2382,"BREAKING! After Donald Trump says you need to ""read the books"" about Coronavirus testing to properly understand the numbers, the White House reveals which book in particular https://t.co/NuO7Hv4FMF",False,False,0.35739970207214355,True
5908,The total number of confirmed cases of COVID-19 remains at 1206 which is the number we report to @WHO . There are no new recovered cases today which means the total number of active cases in New Zealand's managed isolation and quarantine facilities remains at 21.,True,True,0.11871194839477539,True
1097,Angela Rayner has demanded all social care workers in the UK are paid at least the real living wage as care homes brace for a feared second wave of #COVID19. Labour’s Deputy Leader joins #Breakfast to discuss. 🕤 0710 📺 Channel 501 📱 Watch live: https://t.co/IhbWCO8lbl https://t.co/NUcUTvAy67,True,False,0.35689830780029297,False
2801,"@OmarKelly As the Corona virus is real and afffecting people I have personally seen business the have been around for decades disappear. What more can we do with this shut down? Wait until everyone is out of business? We need to open up, our lives depend on it.",False,True,0.11780023574829102,False
1453,???COVID19 PCR tests are scientifically meaningless.??�,False,False,0.3536520004272461,True
5265,Holding your breath can let you test whether you may have COVID-19.,False,True,0.12511324882507324,False
332,RT @PIB_India: ▪️ India’s total recoveries cross 23 lakh recovery rate stands at 75.27% ▪️ A total of nearly 3.6 crore tests conducted; T…,True,False,0.35710763931274414,False
4963,Grim milestone marks an increase of 10000 deaths in 9 days. https://t.co/seM7eTf6Qu #coronavirus https://t.co/TPD86DlE42,True,True,0.12158679962158203,True
129,Transparency from our leaders is vital during this crisis. We must all have access to data so that we can make informed decisions about our own behavior changes. AZ residents you can access our data model projections at https://t.co/0u4iUx0kml https://t.co/rpkjdMZKeV,True,True,0.12070202827453613,True
664,Thirty-eight new cases of #COVID19 have been reported; 23 in Kano 5 in Gombe 3 in Kaduna 2 in Borno 2 in Abia 1 in FCT 1 in Sokoto 1 in Ekiti As at 11:10 pm 20th April there are 665 confirmed cases of #COVID19 reported in Nigeria. Discharged: 188 Deaths: 22 https://t.co/k354y8KS0W,True,True,0.1188046932220459,True
3140,Our daily update is published. States reported 675k tests 43k cases and 1249 deaths. https://t.co/2hPqsd2QED,True,True,0.11934089660644531,True
4706,“In public health it’s our job to support [people] through that [sense of helplessness].” Dr. Rachael Zacks is a CDC #disease detective whose work on the #COVID19 response helped fuel the discussion on how it spreads. Read her story: https://t.co/Z9K0ShXJ1g. https://t.co/XKxSNmAX7s,True,False,0.35770726203918457,False
1044,Bill Gates Melinda Gates Anthony Fauci and the WHO are being charged with genocide.,False,False,0.3607168197631836,True
384,The recent spike in new #COVID19 cases in India can be attributed to aggressive testing &amp; tracing mechanism employed by GoI. This spike in cases is not worrisome as long as the diagnosis is done in time &amp; the #MortalityRate remains low with high #RecoveryRate. (1/2) https://t.co/Ug4akjc15A,True,False,0.359633207321167,False
1446,"After being diagnosed with a rare eye disease, a doctor learns the best treatment is immunosuppression - a risky choice in the midst of COVID19. #autoimmune #covid #COVID19 #opthalmology #healthcare #MedTwitter @DovMichaeli @AAMCtoday @harvardmed 
https://t.co/AJpo8zd94N https://t.co/W9gKunUdv6",False,False,0.36213064193725586,True
1178,#IndiaFightsCorona India has substantively ramped up its testing infrastructure from one lab in Jan 2020 to 1370 labs today. Expanded diagnostic lab network &amp; facilitation for easy testing across the country has given a boost and India has done more than 2 crore tests presently. https://t.co/dA7uc4vwFa,True,True,0.1219477653503418,True
2399,There are no additional deaths to report.⁣ ⁣ Yesterday our laboratories processed 7287 tests bringing the total number of tests completed to date to 190326.⁣ ⁣ Full update: https://t.co/pgOnuXVUUc,True,True,0.1213686466217041,True
1107,• Today we have recorded 97% of all confirmed and probable cases as having recovered from COVID-19 an increase of three on yesterday for a total of 1455. ⁣ ⁣ • There are no additional deaths to report.,True,True,0.1206510066986084,True
3648,Trump And Kushner Hate Science https://t.co/TmXHFTkHjn #donaldtrump #science #covid19 #jaredkushner #dranthonyfauci #nepotism,False,False,0.3564932346343994,True
1873,@pantherman45 Thanks Ben! 🙌 we're at Alert Level 2 at the moment so most New Zealanders will have returned to some form of normal. Cabinet meets tomorrow to decide on when we move to Alert Level 1.,True,True,0.11846494674682617,True
2548,Our models estimate that #Minnesota has a high positive test rate and an infection growth rate &gt; 1 meaning each person with COVID infects more than 1 other person. Minnesota has an elevated risk based on our #ReopeningSafely metrics. Learn more at https://t.co/KUFXpbkhmk https://t.co/zCL387BZLk,True,False,0.3566913604736328,False
2464,NEW: In his interview with @FoxNewsSunday's Chris Wallace President Trump said “We have one of the lowest mortality rates in the world” from COVID-19. We say: False. https://t.co/u0lS18IOyF https://t.co/gFLECE6cp5,False,False,0.35384178161621094,True
6110,567 positive cases and 39 deaths from COVID-19 were recorded in Mali on April 13 2020.,False,True,0.11698532104492188,False
1952,Thank you to every person whose job requires them to work during this pandemic. Those in: 👩‍⚕️ healthcare 🥡 the food industry ✉️ mail delivery and so many more. We appreciate your sacrifice today and every day.,True,True,0.1166996955871582,True
5598,Coronavirus: London could face fresh restrictions under mayor's 'new plan' https://t.co/tasRzZAYdW,True,False,0.3519916534423828,False
5762,???More people have died from knowing Hillary??� than coronavirus.,False,False,0.35856056213378906,True
1202,A video is doing the rounds on social media which claims that policemen are now being tested positive for the COVID-19.,False,False,0.35230374336242676,True
378,13464 cases of #COVID19Nigeria Discharged: 4206 Deaths: 365 A breakdown of cases by state can be found via https://t.co/A0NkMvZqE5 #TakeResponsibility https://t.co/toGrZ6v2AD,True,True,0.11977887153625488,True
2659,_Posts circulating on social media claim that Ugandan and Kenyan authorities have instructed landlords to stop collecting rent due to the novel coronavirus._,False,True,0.11696767807006836,False
1192,"@KevinlyFather @TuckerCarlson If genetic manipulation had been performed, one of the several reverse-genetic systems available for betacoronaviruses would probably have been used. However, the genetic data irrefutably show that SARS-CoV-2 is not derived from any previously used virus backbone.",False,False,0.35002613067626953,True
2672,A chain indicating that a newborn named Martín Sosa is admitted to the Children's Hospital (CABA Argentina).,False,False,0.35442256927490234,True
5018,Prince William And Kate Middleton Named King And Queen Amid Coronavirus Pandemic As Queen Elizabeth Steps Down? https://t.co/ZAQeUZPyWK,False,False,0.35347938537597656,True
3325,Massive thanks to all the state employees who are updating their public health sites under difficult circumstances. We huddled as a team and put together some suggestions on how #COVID19 test data reporting could be improved to make aggregation easier: https://t.co/A8U7AHubok,True,True,0.11668682098388672,True
4285,In order to take money from PM National Relief Fund (PMNRF) Congress President's permission is required that is why PM CARES is created.,False,False,0.35617518424987793,True
239,As per #TamilNadu Govt a total of 86073 samples were tested for #COVID19 on 20 Sep 2020 #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic #CoronaVirusUpdates #CovidUpdates #CoronaUpdate #CoronaUpdatesIndia https://t.co/ozPOAHr3zS,True,False,0.3594822883605957,False
4008,649 new cases of #COVID19; Lagos-250 Oyo-100 Plateau-40 Delta-40 Abia-28 Kaduna-27 Ogun-22 Edo-20 Akwa Ibom-18 Kwara-17 FCT-17 Enugu-14 Niger-13 Adamawa-13 Bayelsa-7 Osun-6 Bauchi-6 Anambra-4 Gombe-3 Sokoto-2 Imo-1 Kano-1 22020 cases 7613 discharged 542 deaths https://t.co/2AMqZM4ih7,True,False,0.35173487663269043,False
6154,Yesterday our labs processed 23682 tests. For the past three days our labs have processed 63231 tests. Tests may take unto 48 hours. Positive results are reported promptly and negative tests may take longer to return. We thank you for your patience.,True,True,0.11631274223327637,True
6285,“We need a plan to fully supress this virus.” Shadow health secretary Jonathan Ashworth says it is “urgent” that the government fixes test and trace to “avoid further restrictions”. Get more on this story: https://t.co/adsrEZpSFH https://t.co/5U67YODLw8,True,False,0.34937024116516113,False
5304,You had all of lockdown to read me and you still have not read a page https://t.co/H5R6igPMa9,False,False,0.35883402824401855,True
4746,Factors that favor noninvasive ventilation include stably high oxygen requirements normal mental status ward location of care and moderate to severe COVID-19. https://t.co/4jdOge4u78,True,True,0.11859917640686035,True
5696,Scientists warn of potential wave of COVID-linked brain damage https://t.co/bihNYbueAc,False,True,0.12134647369384766,False
5025,Saint Patrick Is Back To Banish Covid-19 https://t.co/PagZFxjnBi,False,True,0.12000226974487305,False
3537,Mean Old Man Loses His Voice By Yelling At 'Covid-19 Detourers' To Get Off His Grass https://t.co/J7i2oLVJjN #coronavirus #oldpeople,False,False,0.3580968379974365,True
3599,At least 25000 residents and 400 staff members have died in the pandemic according to new federal estimates. https://t.co/0J6fuATSOA,True,True,0.11924028396606445,True
2040,Medical University in Vienna has published a study about Ibuprofen and coronavirus.,False,False,0.3559741973876953,True
3748,"Herd Immunity Strategy is ‘Unethical and Unlikely to be Successful in the UK, warn scientists, as Long Covid Sufferers call for more recognition https://t.co/Stier2vBzO",False,True,0.1173088550567627,False
3910,Doctors Finally Admit That Women Can Get the Coronavirus From a Toilet Seat https://t.co/dKZsFyAKE2,False,True,0.11980152130126953,False
5688,Our combined total of confirmed and probable cases remains at 1504.⁣ ⁣ The number of recovered cases is now 1482.⁣ There are no additional deaths to report.⁣ ⁣ There is no one in New Zealand receiving hospital-level care for COVID-19.⁣ ⁣,True,True,0.11788439750671387,True
4407,"People Are Already Lining Up Outside The White House To Get Their $1,000 Coronavirus Checks https://t.co/PjvGO9a2wH #donaldtrump",False,False,0.35568666458129883,True
1051,#IndiaFightsCorona India's comprehensive and calibrated actions within the umbrella strategy of 'TEST TRACK TREAT' have resulted in a low mortality rate. Sustained efforts through early diagnosis &amp; timely and effective treatment continue to steadily push the CFR down. https://t.co/B6bqpNNdWX,True,True,0.11965537071228027,True
3518,RT @drharshvardhan: The #iGoT pilot model has trained #COVIDwarriors and led India's fight against #coronavirus. #COVID19 #MissionKarmayog…,True,False,0.358001708984375,False
5847,Each side of protective surgical masks has different functions indicated by colour and you should choose the way you wear by whether you are ill or not.,False,False,0.3524515628814697,True
3756,TODAY at 2:30pm ET: Join @drsanjaygupta @AngieHolan and @AlexMahadevan on Facebook Live where they'll discuss COVID-19 misinformation and answer your questions. https://t.co/zSH1XfZE5Y https://t.co/2viMPDE39d,False,True,0.11819720268249512,False
725,#IndiaFightsCorona: The total recoveries in India have crossed 29 lakh (2901908) as of today. Last 10 lakh recoveries have been recorded in only 17 days in comparison to preceding 10 lakh recoveries which were recorded in 22 days. #StaySafe #IndiaWillWin @ICMRDELHI https://t.co/Ob6yFTP4AH,True,False,0.357222318649292,False
5664,RT @drharshvardhan: #COVID19 UPDATE 👉More than 40 lakh (4025079) patients have recovered so far 👉Recovered cases have exceeded Active C…,True,True,0.11725521087646484,True
1879,"TV host and actress Kris Aquino was rushed to the hospital after testing positive for ""COV...,"" hinting at COVID-19",False,False,0.35445117950439453,True
1611,"Please fwd to your contacts in India. You never know who it may help. Tata Group has started good initiative, they are providing free doctors consultation online through chats. This facility is started for you so that you need not to go out for doctors and you will be safe at home. 

Below is the link, I reqest everyone to take benefit of this facility.
https://www.tatahealth.com/online-doctor-consultation/general-physician #coronavirus #FightAgainstCoronaVirus #StayHomeStaySafe #telugunews #journalist sai",False,False,0.35781288146972656,True
5964,Bill Gates has access to your DNA and ownership in WHO.,False,False,0.35634374618530273,True
5817,Claim: India began screening travelers from #COVID19-affected nations before it had a single case: PM Modi Fact: 20 countries had cases by January 30 when India reported 1st case. Yet India was screening travelers only from China Hong Kong https://t.co/2cAogENFur,False,False,0.3561382293701172,True
4671,Nashville Man Secretly Suspects Friend of Having COVID-19 https://t.co/fDUkyo2r60 #health #nashville #coronavirus #poker #friendship,False,True,0.1185905933380127,False
1920,#Mauritius has high population density with high rates of non-communicable diseases &amp; many international travellers which meant it was at high-risk. But quick comprehensive action initiated in January &amp; previous experience with contact tracing paid off-@DrTedros #COVID19,True,True,0.11873316764831543,True
3099,Note: a previous tweet stated a Facebook post about Victorian coronavirus numbers was posted by One Nation leader Pauline Hanson. It was in fact posted by the Victorian branch of Pauline Hanson's One Nation Party.,False,True,0.11763477325439453,False
5438,New York state hospitals reporting thousands of fungus lung infections due to wearing a mask!!,False,False,0.35596752166748047,True
6094,Says a military Humvee labeled ???COVID-19 quarantine team??� was on Interstate 696 in Michigan.,False,True,0.11690783500671387,False
5934,Buddhist Smugly Reflects that at Least He Has the Present Moment https://t.co/73WjL0I2Bd #life #coronavirus #nashville #buddhism,False,True,0.11890220642089844,False
1423,NEWS! Parliament and other non-essential activities to reopen in June https://t.co/zIInu3zEa3 https://t.co/a7juGCR2qz,False,False,0.35596132278442383,True
229,Our daily update is published. States reported 772k tests 47k cases and 1023 deaths. https://t.co/h7Ur4Y2f3t,True,True,0.11842608451843262,True
1598,An additional significant cluster - Matamata - has now closed. This means four significant clusters remain open. A cluster is considered to be closed when there have been no new cases for two incubation periods (i.e. 28 days) from the date when all cases have completed isolation,True,True,0.11821842193603516,True
6293,#IndiaFightsCorona Health ministry issues Revised SOP on preventive measures to be followed while conducting examinations to contain the spread of #COVID19. https://t.co/7SXmJn5Ofb https://t.co/TBPYuAkVQL,True,True,0.11851644515991211,True
513,"Chinese scientists says COVID-19/coronavirus could have originated from a government laboratory. Which predicted in fiction novel in 1981, mystery? 
#Coronavirus https://t.co/luZk4y4o6m #coronavirus https://t.co/YUevwDzkmA",False,False,0.3543851375579834,True
634,My Goodness is this true? Some1nd2findout. US n mny cointrirs wth strongest Intel agencies cudnt detect d fact? WHO. cheated d world?Is Corona not a Virus but a bacterial infection and patients can cure only in one day? See this video and share it so that d facts can b verified.,False,False,0.3578917980194092,True
958,"Prior to the economic downturn caused by COVID-19, the United States economy was at its greatest ever peak.",False,False,0.35645246505737305,True
4512,A senior police inspector is infected with COVID-19 in Bhagalpur Central Jail in India.,False,True,0.11745738983154297,False
1789,This makes it difficult to compare hospitalization rates across states. Which is yet another reason that summary statistics of hospitalization data is something that should not be attempted without extreme care and understanding of the caveats. See: https://t.co/QkwWj8U7rK,True,True,0.11821842193603516,True
3290,NEWS! Man regrets signing up to dating site with username ‘Covid-19’ https://t.co/MIrQBl2hqt https://t.co/GoU4ezkNw1,False,False,0.3565230369567871,True
1811,If you get sick remember: #Antibiotics do NOT work on viruses like those that cause #colds or #flu. Talk to your doctor about the best treatment and what you can do to keep yourself and others healthy. https://t.co/NYtdiKcdE1 https://t.co/h5AWkZKA3P,True,False,0.3538031578063965,False
1099,A Noted Meteorologist Says The California Wildfires are Being Fanned by the Coronavirus https://t.co/HYcbefyW8s #coronavirus,False,True,0.11796855926513672,False
5054,Leicester wants lockdown rules translated into indecipherable slang https://t.co/Lkm47MD9aF,False,False,0.35744285583496094,True
1374,Our total number of confirmed cases of COVID-19 is now 1441 which is the number we report to the World Health Organization. ​ ​ Yesterday our laboratories processed 7950 tests for COVID-19 bringing the total number of tests completed to date to 839467,True,True,0.11967754364013672,True
1239,RT @CDCGlobal: CDC works diligently to fight respiratory illness on the frontlines including both #TB and #COVID19. Learn more about our g…,True,True,0.118988037109375,True
537,An analysis of hundreds of COVID reports and studies finds that there is limited spread of COVID between children and from children suggesting that children are unlikely to be sources of COVID outbreaks. Read the study: https://t.co/eu9Y5g3yuf,True,True,0.12083959579467773,True
1153,The overarching goal of the COVAX Facility is to ensure that all countries have access to vaccines at the same time and that priority is given to those most at risk including health workers older people and others at the highest risk-@DrTedros #COVID19 #UNGA #UN75,True,True,0.12011289596557617,True
5179,With 57381 recoveries in the past 24 hours India records the biggest single-day spike in recoveries. Nation’s recovery rate from coronavirus infection stands at 71.17%. Bihar becomes 8th Indian state to cross the grim benchmark of 1 lakh COVID-19 cases #Indians #IndependenceDay https://t.co/ncHlbr8Bmk,False,True,0.11861658096313477,False
882,BREAKING: Scientists say there is growing evidence coronavirus can be cured with Viennetta https://t.co/h8tEfVlh67,False,False,0.35953569412231445,True
4925,"Drink Camel Urine To Cure Coronavirus, Prophetic Medicine Man Says",False,True,0.12025046348571777,False
102,_A student from Pondicherry University in India has found a home remedy for COVID-19 that has been accepted by World Health Organization (WHO)._,False,True,0.11738395690917969,False
4833,The debate over coronavirus vaccines is in this week’s Medscape Clinical Trend. https://t.co/7ZjiOnUnRO https://t.co/PdmDxfOEYj,True,False,0.35583019256591797,False
2062,"Health Ministry issues ""Containment and Surveillance Manual for Supervisors in containment zones"" https://t.co/DdiQujSVIi @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @MIB_India @CovidIndiaSeva @COVIDNewsByMIB",True,False,0.3556075096130371,False
639,"If you can hold your breath for 10 seconds, without coughing or difficulty in breathing it indicates the absence of COVID-19 infection.",False,True,0.1184844970703125,False
578,There are 37 people isolating in the Auckland quarantine facility from the community which includes 17 people who have tested positive for COVID-19 and their household contacts.,True,True,0.1180417537689209,True
1885,The audio explains people on the symptoms of Covid-19 and advices citizens not to rush for test of Covid-19 even if they have symptoms because India has lesser test kits.,False,True,0.11694145202636719,False
3772,RT @PIB_India: #CoronaWatch ◾ 2836925 total confirmed cases ◾ 2096664 cases cured/recovered ◾ 32661252 samples tested Here's the…,True,True,0.1168212890625,True
5620,"Relax, I’m 6 feet away from you whining “essential workers”. Go ahead and take my picture, I don’t need to wear no stupid mask. Covid doesn’t affect anyone under 10% body fat BTW. The virus is only killing off obese people who never lifted weights in their lives.",False,False,0.35169506072998047,True
5374,At his press briefing President Trump defended his retweet of a viral video in which a doctor with a track record of bizarre medical claims said hydroxychloroquine is a coronavirus cure. It's not a cure. https://t.co/vIH89d6GZJ,False,False,0.35320425033569336,True
4040,Do you have questions about #COVID19? Find answers to your questions on the updated #FAQ page: https://t.co/2RvG3dwBKT. https://t.co/3QRgRLkHic,True,True,0.11901617050170898,True
3172,You will notice California has a major adjustment. We are switching back to state data from other more frequently updated sources. This should be a one-time adjustment. More discussion here: https://t.co/74cFcDD6xl And context on California here: https://t.co/EbClrCf6Q3,True,True,0.11941719055175781,True
4487,#IndiaFightsCorona Unprecedented upsurge in #COVID19 testing. India touches a new peak of 4 cr tests. @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB @CovidIndiaSeva @ICMRDELHI @mygovindia https://t.co/paYcOXD9ST,True,False,0.3569462299346924,False
1571,RT @factchecknet: The #coronavirus pandemic has put an emphasis on the importance of #science and #health fact-checking. The @ReportersLab'…,False,True,0.11937904357910156,False
3527,Coronavirus has made tackling obesity more urgent than ever. https://t.co/w0jgUVACjT,True,False,0.3581421375274658,False
