id,tweet,actual,predicted,time_sec,correct
3595,#COVID19 pandemic could tip over 130 million more people into chronic hunger by the end of 2020 adding to persistent hunger &amp; #malnutrition 🌐 - new @FAO @IFAD @UNICEF @WFP &amp; WHO #SOFI2020 report highlights challenges to achieving 0 hunger by 2030. 👉https://t.co/M7Dmn1UMpe https://t.co/szmVfrDL1x,True,True,0.11898040771484375,True
5114,As per WHO’s ‘Protocol and Procedure of Lockdown Periods’ lockdown will be relaxed from April 15-19 and will be re-imposed from April 20 in India.,False,True,0.11847901344299316,False
5901,When a police officer enforced lockdown orders on people in a temple in India he was beaten up there.,False,True,0.11801528930664062,False
1076,This week CDC received 20 models to forecast possible #COVID19 deaths in the US. As of June 1 the combined forecast suggests the increase in total number of deaths will continue to slow with between 118000 and 143000 deaths by June 27. See: https://t.co/Ft6cgmaMPX https://t.co/xFBs5IcJn3,True,False,0.35175108909606934,False
4857,"A chain message circulating through various social media communities in Buenaventura (Valle del Cauca Colombia) claims that the city's mayor Víctor Hugo Vidal received “the first complaint from the Office of the Attorney General for poor performance of functions (sic)” facing COVID-19. There was a ""lack of authority and public administration"" says the publication.",False,True,0.11843276023864746,False
6126,Nursing home and assisted living facility staff: You protect vulnerable residents from #COVID19. CDC’s new training webinars can help: https://t.co/Se9PmcEcKL. https://t.co/6bphBfhVqv,True,True,0.11862707138061523,True
634,My Goodness is this true? Some1nd2findout. US n mny cointrirs wth strongest Intel agencies cudnt detect d fact? WHO. cheated d world?Is Corona not a Virus but a bacterial infection and patients can cure only in one day? See this video and share it so that d facts can b verified.,False,False,0.3672215938568115,True
1449,Wuhan lab getting busy😖 #COVIDー19 https://t.co/uAmd2XAVpm,False,False,0.3616218566894531,True
1188,"Prescription issued by Dr Raj Kamal Agarwal (Sir Ganga Ram hospital) for general public in case of any emergency, kindly save this prescription for any kind of emergency.",False,True,0.11950540542602539,False
97,Compare the number of completed tests reported by New Mexico a state with a population 19 times smaller than California’s. These numbers should not even be close and yet they are. https://t.co/tzB9fZM6FP,True,False,0.36221814155578613,False
6027,#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases(till 9 September 2020 08:00 AM) ➡️States with 1-15000 confirmed cases ➡️States with 15001-100000 confirmed cases ➡️States with 100000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/HgWrtd1Hhr,True,True,0.12078428268432617,True
5650,As of March 25 41 US states and 1 US territory report some community spread of #coronavirus (COVID-19). Of those thirteen states report #COVID19 cases are “widespread.” See CDC’s map to stay up to date on what is happening in your state. https://t.co/MCP09UDSPe https://t.co/a3pt1OtixV,True,True,0.1312243938446045,True
5284,"To Manage this covid19 pandemic exhaustive distribution of Homoeopathic preventive ""Arsenicum album 30"" #IndiaFightsCorona
@CollectorJamngr https://t.co/7xZr8w1wM2",False,False,0.3664677143096924,True
3403,Our daily update is published. States reported 70k cases today the third-highest number we’ve seen. The country is nearing the peak level of COVID-19 patients hospitalized (~60k). States reported 1126 deaths and the 7-day average is now over 800 back to the levels of June. https://t.co/YZbulLnCvw,True,True,0.12512588500976562,True
799,CDC Briefing Room: Dr. Nancy Messonnier gives an update on #COVID19. For more info visit https://t.co/1ifchVQ9jm https://t.co/50P7N2OoV4,True,True,0.12156081199645996,True
61,As of today there are a total of 1339 @ICMRDELHI approved labs for #COVID19 testing. These consist of 911 Govt &amp; 428 Pvt labs: https://t.co/j4tAvyIcKc #CovidTesting #COVID__19 #COVID #Covid_19 #COVIDー19 #COVID19India #COVIDUpdates #coronavirus #CoronaUpdates #CoronavirusIndia https://t.co/Q0IuKceIFX,True,False,0.3623385429382324,False
1285,BREAKING NEWS: Russia’s COVID-19 Vaccine 100% Successfully Tested ready for use,False,True,0.12064743041992188,False
6297,Drinking alcohol will prevent coronavirus! If you increased your alcohol consumption after reading this become a #Newschecker and never fall for the fake news. If you didn't we are all ears to hearing more such #MainBhiNewschecker stories from you. #COVID19 #CoronavirusFacts https://t.co/es6flDPbxq,False,True,0.12473535537719727,False
5484,NEWS! Neil Gaiman blames sudden arrival in Scotland from New Zealand during lockdown on the faerie folk https://t.co/6smDZssa0j https://t.co/beX4UPSNUi,False,False,0.36263012886047363,True
4879,@garysaintdooley Please know that we are acting swiftly and decisively to contain these cases. Both women have followed all the conditions of the plan as part of the compassionate grounds - including not having any contact with anyone on the journey or using any public facilities.,True,True,0.12047171592712402,True
92,India has now tested more than 2 lakh samples/day for #COVID19! This has been enabled by @ICMRDelhi's commitment to set up over 1000 Laboratories and expanding testing mechanisms. For details visit: https://t.co/FQhg5M5xrN #ICMRFightsCOVID19 #IndiaFightsCorona @MoHFW_INDIA https://t.co/rDkcvFbhUS,True,True,0.11964130401611328,True
3990,Seventeen new cases of #COVID19 have been reported as follows: 8 in Lagos 3 in Katsina 2 in FCT 1 in Niger 1 in Kaduna 1 in Anambra 1 in Ondo As at 09:30 pm 10th April there are 305 confirmed cases of #COVID19 reported in Nigeria. 58 have been discharged with 7 deaths https://t.co/0STe5QWxMd,True,True,0.12264704704284668,True
125,Acc to @MoHFW_INDIA #Incubation period for #COVID19 which is the time between exposure to the novel #coronavirus (becoming infected) and symptom onset is 1 to 12.5 days (with median estimates of 5 to 6 days) but can be as long as 14 days. #Coronavirus #Covid_19 #COVIDー19 https://t.co/u0wkfQS3sM,True,True,0.1197211742401123,True
452,Sometimes when a state reports a large number of deaths it is because they caught up on a reporting backlog of deaths that occurred long in the past. These are recent deaths reported with standard lag. 58 of the 72 deaths in today's numbers occurred in the last five days. https://t.co/joFSL2xEom,True,True,0.11944389343261719,True
3202,This month’s blood disorder webinar will discuss #COVID19 associated VTE risks and considerations. Pre-register now and join us September 17 at 2 p.m. ET: https://t.co/GUDbPY0X9d. https://t.co/bwBHKKHTV3,True,True,0.11900806427001953,True
3695,People living in quarantine centre refuse to eat food as it was cooked by lower caste women.,False,False,0.3585846424102783,True
1292,RT @mygovindia: PM @narendramodi launched Hi-Tech state of the art COVID-19 testing facilities in 3 cities which will scale up testing to 1…,True,True,0.11872386932373047,True
4112,"Erath County Texas: ""If we are lax with our social distancing discipline [Covid Act Now] project[s] over 200 hospitalizations at one time before the end of June. Remember we have 38 general hospital beds in Stephenville."" https://t.co/V2718AQa61",True,True,0.11933636665344238,True
267,The pandemic has opened up the door for physicians to online learning for physicians new Medscape report finds. https://t.co/jitKgkTrRT,True,False,0.36193299293518066,False
5466,117 new cases of #COVID19 have been reported; 59 in Lagos 29 in FCT 14 in Kano 6 in Borno 4 in Katsina 3 in Ogun 1 in Rivers 1 in Bauchi As at 11:25 pm 21st April there are 782 confirmed cases of #COVID19 reported in Nigeria. Discharged: 197 Deaths: 25 https://t.co/i6UaoqWHiu,True,True,0.11933588981628418,True
892,A Facebook user claims Melinda Gates divorced her husband Bill Gates for wanting to destroy Africa.,False,False,0.3574504852294922,True
3009,I see. Treatments are “unproven and maybe dangerous” but any and all Warp Speed vaccines should be mandated w out ANY safety history. Got it. https://t.co/8XaVMTgqjv,False,False,0.35149717330932617,True
5012,Bill Gates predicted and simulated the COVID-19 pandemic.,False,True,0.11620974540710449,False
1821,"#BREAKING: 10 Italian doctors have died due to #COVID19.
They died trying to save people's lives and in return sacrificed theirs.
My condolences to their Families.
#coronavirus #CoronaOutbreak #COVID19italy #covid19ireland",False,False,0.3507685661315918,True
2826,WHO changed its directives: No need to isolate infected people.,False,False,0.3622169494628906,True
3939,Laboratories completed 4589 tests yesterday bringing the total number of tests completed to date to 697070. In the last seven days labs have processed nearly 100000 tests for COVID-19.,True,True,0.11897063255310059,True
6206,Growing evidence suggests #COVID19 can spread before people show symptoms (pre-symptomatic) and from people who have #coronavirus but never show symptoms (asymptomatic). Cloth face coverings help prevent spread of COVID-19 in these situations. See Q&amp;A: https://t.co/vuYx19NZPE. https://t.co/RE9K3kZmYR,True,True,0.12134909629821777,True
4687,A Covid positive temple priest in the city of Jaipur spread coronavirus to 300 people when he smoked his pipe.,False,True,0.1195833683013916,False
5874,Claims made in the viral video Plandemic include,False,False,0.3566601276397705,True
855,Coronavirus: Thousands fined for breaking 'unclear and ambiguous' lockdown rules MPs warn https://t.co/SKD06he2uB,True,False,0.35607028007507324,False
1679,A video shows bats the main source of the coronavirus on many roofs in Hubei district.,False,True,0.11752724647521973,False
2183,Muslims are hoarding food items being shared by the Indian government.,False,False,0.35407400131225586,True
1880,• Travel will be allowed again. Go and see your mum but don’t turn it into a big family reunion when you get there. • For now we are in Level 3 for just two more days when we wake up on Thursday remember: Play it safe and protect the wall of defence we have created.,True,False,0.35845041275024414,False
4714,A photo claiming that SARS-CoV-2 is an old virus known since 2003.,False,False,0.3537733554840088,True
6267,Muslims intentionally licking the cutlery and plates to spread COVID-19.,False,False,0.3587930202484131,True
4673,CDC's #COVID19 Health Equity Strategy describes what we can do to support those disproportionately affected by COVID-19 like racial &amp; ethnic minority groups essential &amp; frontline workers people living in rural areas or those w/ substance use disorders. https://t.co/OVro238b8r https://t.co/NLedg0ouYi,True,True,0.11902642250061035,True
4215,VP Pence just said a total of 254000 Americans have been tested. Our current tally of completed tests is at 235374 which implies @COVID19Tracking captured ~89% of people tested so far.,True,True,0.11965250968933105,True
5415,Garlic will prevent coronavirus infection! There is no evidence that it can protect people from COVID-19 but did you ask for evidence before believing this forward? Ask for evidence as soon as you see a WhatsApp forward and tell the sender #MainBhiNewschecker #coronavirusFacts https://t.co/EHsOOLczKo,False,False,0.3570587635040283,True
280,Testing positive for antibodies to the virus that causes #COVID19 means you likely had a past infection. It’s not yet known whether antibodies will protect you from getting infected again. Learn more about antibody testing: https://t.co/Xa1qKwzJhO. https://t.co/SgRRNBVcG7,True,True,0.11869621276855469,True
3320,Image and statement from the Prime Minister of Italy.,False,False,0.3560318946838379,True
2295,Trump announced that Roche Medical Company will launch a vaccine to cure COVID-19 in 3 hours.,False,False,0.3594350814819336,True
651,We’re grateful for the leadership &amp; support from @AfricaCDC to National Public Health Institutes in Africa including NCDC When the 1st #COVID19 case was confirmed in China @AfricaCDC &amp; @WHOAFRO provided training to lab risk comms IPC &amp; case management personnel in Nigeria https://t.co/uXsOdLHrj8,True,True,0.11863565444946289,True
3110,#CoronaVirusUpdates #IndiaFightsCorona India records highest ever single day #COVID19 recoveries of 51706 taking total recoveries to 1282215. A 63.8% increase is observed in recovered cases in the last 14 days. https://t.co/rqHJu0Iw6a https://t.co/lsdD0q9fzS,True,True,0.1194767951965332,True
3969,Our daily update is published. We’ve now tracked 6 million tests up 230k from yesterday. A very strong testing day! Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/unud8dTHIU,True,False,0.3586294651031494,False
3773,People who are sick with coronavirus continue to be injected with sea water. Many have been saved.,False,False,0.3532085418701172,True
5299,RT @drharshvardhan: #CoronaVirusUpdates ! 👉Nearly 74% of the New Recovered cases are found in 10 States/UTs. 👉Maharashtra has maintained…,True,False,0.3529632091522217,False
2383,“Autopsies prove that COVID-19 is” a blood clot not pneumonia “and ought to be fought with antibiotics” and the whole world has been wrong in treating the “so-called” pandemic.,False,False,0.3556239604949951,True
6170,"Doctors are including ""COVID-19 suspect"" on death certificates because hospitals receive 18.000 Brazilian reais for each registered COVID-19 death.",False,False,0.3530757427215576,True
1599,The South’s seven-day average for new cases per million people dropped to 205 from a July 22 peak of 315. In the West the seven-day average is back up to 179 new cases per million people after a dip earlier this month related in part to CA’s reporting system problems. https://t.co/EHWvYw70s1,True,True,0.11839413642883301,True
4514,"Chair of NHS Test and Trace Baroness Dido Harding says the demand for a #COVID19 test is ""multiples of the test capacity we have today"" and adds up to 25% of people who get a #coronavirus test do not have any symptoms. Latest: https://t.co/gpqYW8gnx3 https://t.co/Ee5PTIhgdh",True,False,0.35779237747192383,False
118,India has lost over 50000 individuals to coronavirus till date. In view of the rising coronavirus cases Bihar government extends lockdown in the state till 6 September. At Nationalist Congress Party chief Sharad Pawar’s residence four people tested positive for #coronavirus. https://t.co/LqGJHHVr2g,False,True,0.1204068660736084,False
1051,#IndiaFightsCorona India's comprehensive and calibrated actions within the umbrella strategy of 'TEST TRACK TREAT' have resulted in a low mortality rate. Sustained efforts through early diagnosis &amp; timely and effective treatment continue to steadily push the CFR down. https://t.co/B6bqpNNdWX,True,True,0.1179361343383789,True
5637,Tighter restrictions will be imposed in Dublin from midnight tonight in response to growing concern over the spread of #coronavirus https://t.co/EA8Cjs2jk9,True,True,0.11762785911560059,True
3797,Coronavirus: Care home staff in COVID-19 hotspots wait over a week for test results https://t.co/fIXtp4oWsg,True,True,0.1188194751739502,True
5972,Trump admitted to Woodward he downplayed coronavirus threat in early days of outbreak – Includes White House Response https://t.co/uWXrLsxk7J,False,False,0.3596043586730957,True
2107,#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 047738491 samples tested up to September 04 2020 1059346 samples tested on September 04 2020 #StaySafe #IndiaWillWin https://t.co/NkoVclUclX,True,False,0.35677242279052734,False
479,"In 1986, the founder of the Times Square Church prophesied that he saw ???a plague coming on the world and the bars and church and government will shut down,??� with New York City especially hard hit.",False,False,0.35448646545410156,True
1801,"2,000 people died of COVID-19 on 3/15/20 in France.",False,False,0.3604395389556885,True
6285,“We need a plan to fully supress this virus.” Shadow health secretary Jonathan Ashworth says it is “urgent” that the government fixes test and trace to “avoid further restrictions”. Get more on this story: https://t.co/adsrEZpSFH https://t.co/5U67YODLw8,True,False,0.35860109329223633,False
5332,Pooled COVID-19 testing requires complex staff coordination but can provide reassurance to the community. https://t.co/0lMzr3kqN4 https://t.co/4lpwOhIDPW,True,True,0.11686015129089355,True
5741,Video shows demolished 5G stations in Hong Kong protestors held the 5G responsible for COVID-19.,False,True,0.11864614486694336,False
602,"""Mama said just add limes,"" Bobby Boucher says of Coronavirus https://t.co/iGRvSLCaWL #news #virus #newssatire #coronavirus #viral",False,False,0.3580923080444336,True
55,Italy has surrendered to the coronavirus pandemic as all the measures to control COVID-19 have been exhausted.,False,True,0.11745595932006836,False
919,A large country-randomized controlled trial with 2.7 billion people shows that COVID-19 patients treated with hydroxychloroquine have a 79.1% lower death rate,False,True,0.11971187591552734,False
6294,Coronavirus cases reported in Rome Georgia.,False,True,0.11757588386535645,False
4041,Businesses please put up your QR codes. If you’re unwell please seek advice for a test. Here is the full update We have identified 29 cases at this stage - all remain linked to one cluster in Auckland.,True,True,0.11609935760498047,True
1772,A new @CDCMMWR finds many #COVID19 infections among healthcare workers appear to go undetected likely because many people infected with the virus that causes COVID-19 have mild or no symptoms. Learn more: https://t.co/VOKbZil9ob. https://t.co/bnTAcmIzr9,True,True,0.11763238906860352,True
653,"BREAKING: Nicola Sturgeon has urged Boris Johnson to call a Cobra meeting over rising #coronavirus infections. She said: ""Given serious situation across UK I have also asked again that a 4 nations COBR meeting takes place over next 48 hours."" More: https://t.co/M9zqxeP5Ur https://t.co/roHnxgCT82",True,False,0.36017727851867676,False
5715,New York hospitals treating coronavirus patients with vitamin C.,False,False,0.3588221073150635,True
3581,Latest update from @minhealthnz: There is 1 new confirmed case of COVID-19 in New Zealand. He is in one of the quarantine facilities in Auckland. This is a case at the border. We will continue to get cases at the border while there is still a pandemic overseas. https://t.co/KRrgz2QTuy,True,True,0.11987900733947754,True
4699,Covid-19 Wiped Out After 5G Masts Destroyed https://t.co/gmjzJrGH3H,False,True,0.11890697479248047,False
929,Yesterday our laboratories completed 2497 tests 528 of which were taken at managed isolation or quarantine facilities. The total number of tests completed in New Zealand to date is 438720.,True,True,0.12150931358337402,True
5293,Initial data has shown that adults over 65 years old and those with certain comorbidities are at the highest risk of dying from #COVID19-@DrTedros,True,True,0.11986422538757324,True
5346,UPDATE: #COVID19 in US ➡️63.4% of COVID-19 cases from adults (20-49) ➡️1.2% of COVID-19 cases from children (0-9) ➡️Reproduction nr &gt;1 for adults aged (35-49) ➡️Target interventions at adults (20-49) can facilitate safe reopening of schools 👇Report: https://t.co/sYsILcsiTH https://t.co/TZeagemqrl,True,True,0.11941170692443848,True
5137,#IndiaFightsCorona: There is continuous rise in the Tests per million per day: Secretary @MoHFW_INDIA #StaySafe #IndiaWillWin @ICMRDELHI @drharshvardhan @ProfBhargava https://t.co/nP9UawY2fB,True,False,0.3604695796966553,False
